"plid","nadults","stablelink","datetime","moon","tempf"
"LOCKb2013b_000914",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fc67.JPG",2013-02-26 19:00:00,"full",33
"LOCKb2013b_000915",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fc69.JPG",2013-02-26 20:00:00,"full",33
"LOCKb2013b_000983",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fcf1.JPG",2013-03-03 18:00:00,"lastq",33
"LOCKb2013b_000984",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fcf3.JPG",2013-03-03 19:00:00,"lastq",32
"LOCKb2013b_000985",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fcf5.JPG",2013-03-03 20:00:00,"lastq",31
"LOCKb2013b_000990",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fcff.JPG",2013-03-04 11:00:00,"lastq",36
"LOCKb2013b_001010",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fd27.JPG",2013-03-05 17:00:00,"lastq",34
"LOCKb2013b_001011",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fd29.JPG",2013-03-05 18:00:00,"lastq",35
"LOCKb2013b_001014",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fd2f.JPG",2013-03-06 07:00:00,"lastq",30
"LOCKb2013b_001015",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fd31.JPG",2013-03-06 08:00:00,"lastq",31
"LOCKb2013b_001016",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fd33.JPG",2013-03-06 09:00:00,"lastq",33
"LOCKb2013b_001017",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb712fc4d79f301fd35.JPG",2013-03-06 10:00:00,"lastq",39
"LOCKb2013b_001076",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb812fc4d79f301fdab.JPG",2013-03-10 13:00:00,"new",44
"LOCKb2013b_001182",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fe7f.JPG",2013-03-18 07:00:00,"firstq",32
"LOCKb2013b_001184",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fe83.JPG",2013-03-18 09:00:00,"firstq",33
"LOCKb2013b_001201",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fea5.JPG",2013-03-19 12:00:00,"firstq",40
"LOCKb2013b_001202",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fea7.JPG",2013-03-19 13:00:00,"firstq",42
"LOCKb2013b_001203",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fea9.JPG",2013-03-19 14:00:00,"firstq",42
"LOCKb2013b_001204",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301feab.JPG",2013-03-19 15:00:00,"firstq",45
"LOCKb2013b_001207",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301feb1.JPG",2013-03-19 18:00:00,"firstq",38
"LOCKb2013b_001208",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301feb3.JPG",2013-03-19 19:00:00,"firstq",35
"LOCKb2013b_001209",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301feb5.JPG",2013-03-19 20:00:00,"firstq",36
"LOCKb2013b_001210",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301feb7.JPG",2013-03-20 07:00:00,"firstq",37
"LOCKb2013b_001211",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301feb9.JPG",2013-03-20 08:00:00,"firstq",37
"LOCKb2013b_001220",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fecb.JPG",2013-03-20 17:00:00,"firstq",40
"LOCKb2013b_001222",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fecf.JPG",2013-03-20 19:00:00,"firstq",38
"LOCKb2013b_001223",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fed1.JPG",2013-03-20 20:00:00,"firstq",37
"LOCKb2013b_001224",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fed3.JPG",2013-03-21 07:00:00,"firstq",32
"LOCKb2013b_001225",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fed5.JPG",2013-03-21 08:00:00,"firstq",32
"LOCKb2013b_001226",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fed7.JPG",2013-03-21 09:00:00,"firstq",33
"LOCKb2013b_001227",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fed9.JPG",2013-03-21 10:00:00,"firstq",42
"LOCKb2013b_001228",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fedb.JPG",2013-03-21 11:00:00,"firstq",41
"LOCKb2013b_001231",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fee1.JPG",2013-03-21 14:00:00,"firstq",36
"LOCKb2013b_001232",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fee3.JPG",2013-03-21 15:00:00,"firstq",35
"LOCKb2013b_001233",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fee5.JPG",2013-03-21 16:00:00,"firstq",35
"LOCKb2013b_001234",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fee7.JPG",2013-03-21 17:00:00,"firstq",35
"LOCKb2013b_001235",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fee9.JPG",2013-03-21 18:00:00,"firstq",34
"LOCKb2013b_001244",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fefb.JPG",2013-03-22 13:00:00,"waxinggib",40
"LOCKb2013b_001245",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301fefd.JPG",2013-03-22 14:00:00,"waxinggib",40
"LOCKb2013b_001246",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301feff.JPG",2013-03-22 15:00:00,"waxinggib",38
"LOCKb2013b_001248",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff03.JPG",2013-03-22 17:00:00,"waxinggib",41
"LOCKb2013b_001249",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff05.JPG",2013-03-22 18:00:00,"waxinggib",39
"LOCKb2013b_001251",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff09.JPG",2013-03-22 20:00:00,"waxinggib",33
"LOCKb2013b_001258",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff17.JPG",2013-03-23 13:00:00,"waxinggib",34
"LOCKb2013b_001259",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff19.JPG",2013-03-23 14:00:00,"waxinggib",35
"LOCKb2013b_001260",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff1b.JPG",2013-03-23 15:00:00,"waxinggib",38
"LOCKb2013b_001261",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff1d.JPG",2013-03-23 16:00:00,"waxinggib",38
"LOCKb2013b_001262",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff1f.JPG",2013-03-23 17:00:00,"waxinggib",36
"LOCKb2013b_001263",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff21.JPG",2013-03-23 18:00:00,"waxinggib",34
"LOCKb2013b_001264",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff23.JPG",2013-03-23 19:00:00,"waxinggib",31
"LOCKb2013b_001266",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb912fc4d79f301ff27.JPG",2013-03-24 07:00:00,"waxinggib",33
"LOCKb2013b_001277",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff3d.JPG",2013-03-24 18:00:00,"waxinggib",32
"LOCKb2013b_001278",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff3f.JPG",2013-03-24 19:00:00,"waxinggib",31
"LOCKb2013b_001279",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff41.JPG",2013-03-24 20:00:00,"waxinggib",32
"LOCKb2013b_001293",8,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff5d.JPG",2013-03-25 20:00:00,"full",33
"LOCKb2013b_001294",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff5f.JPG",2013-03-26 07:00:00,"full",35
"LOCKb2013b_001295",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff61.JPG",2013-03-26 08:00:00,"full",34
"LOCKb2013b_001303",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff71.JPG",2013-03-26 16:00:00,"full",46
"LOCKb2013b_001304",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff73.JPG",2013-03-26 17:00:00,"full",41
"LOCKb2013b_001305",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff75.JPG",2013-03-26 18:00:00,"full",42
"LOCKb2013b_001306",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff77.JPG",2013-03-26 19:00:00,"full",35
"LOCKb2013b_001307",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff79.JPG",2013-03-26 20:00:00,"full",31
"LOCKb2013b_001309",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff7d.JPG",2013-03-27 08:00:00,"full",33
"LOCKb2013b_001318",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff8f.JPG",2013-03-27 17:00:00,"full",37
"LOCKb2013b_001319",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff91.JPG",2013-03-27 18:00:00,"full",35
"LOCKb2013b_001320",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff93.JPG",2013-03-27 19:00:00,"full",32
"LOCKb2013b_001321",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ff95.JPG",2013-03-27 20:00:00,"full",32
"LOCKb2013b_001331",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffa9.JPG",2013-03-28 16:00:00,"full",35
"LOCKb2013b_001332",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffab.JPG",2013-03-28 17:00:00,"full",35
"LOCKb2013b_001335",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffb1.JPG",2013-03-28 20:00:00,"full",35
"LOCKb2013b_001338",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffb7.JPG",2013-03-29 09:00:00,"waninggib",33
"LOCKb2013b_001349",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffcd.JPG",2013-03-29 20:00:00,"waninggib",30
"LOCKb2013b_001350",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffcf.JPG",2013-03-30 07:00:00,"waninggib",29
"LOCKb2013b_001353",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffd5.JPG",2013-03-30 10:00:00,"waninggib",30
"LOCKb2013b_001360",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffe3.JPG",2013-03-30 17:00:00,"waninggib",32
"LOCKb2013b_001363",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffe9.JPG",2013-03-30 20:00:00,"waninggib",30
"LOCKb2013b_001364",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffeb.JPG",2013-03-31 07:00:00,"waninggib",28
"LOCKb2013b_001365",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffed.JPG",2013-03-31 08:00:00,"waninggib",29
"LOCKb2013b_001366",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bba12fc4d79f301ffef.JPG",2013-03-31 09:00:00,"waninggib",31
"LOCKb2013b_001415",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020051.JPG",2013-04-03 16:00:00,"lastq",32
"LOCKb2013b_001416",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020053.JPG",2013-04-03 17:00:00,"lastq",32
"LOCKb2013b_001418",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020057.JPG",2013-04-03 19:00:00,"lastq",31
"LOCKb2013b_001419",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020059.JPG",2013-04-03 20:00:00,"lastq",30
"LOCKb2013b_001420",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f302005b.JPG",2013-04-04 07:00:00,"lastq",28
"LOCKb2013b_001431",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020071.JPG",2013-04-04 18:00:00,"lastq",29
"LOCKb2013b_001432",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020073.JPG",2013-04-04 19:00:00,"lastq",26
"LOCKb2013b_001433",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020075.JPG",2013-04-04 20:00:00,"lastq",26
"LOCKb2013b_001438",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f302007f.JPG",2013-04-05 11:00:00,"oldcres",34
"LOCKb2013b_001443",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020089.JPG",2013-04-05 16:00:00,"oldcres",33
"LOCKb2013b_001445",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f302008d.JPG",2013-04-05 18:00:00,"oldcres",32
"LOCKb2013b_001446",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f302008f.JPG",2013-04-05 19:00:00,"oldcres",32
"LOCKb2013b_001458",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200a7.JPG",2013-04-06 17:00:00,"oldcres",35
"LOCKb2013b_001459",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200a9.JPG",2013-04-06 18:00:00,"oldcres",32
"LOCKb2013b_001468",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200bb.JPG",2013-04-07 13:00:00,"oldcres",34
"LOCKb2013b_001469",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200bd.JPG",2013-04-07 14:00:00,"oldcres",32
"LOCKb2013b_001470",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200bf.JPG",2013-04-07 15:00:00,"oldcres",34
"LOCKb2013b_001471",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200c1.JPG",2013-04-07 16:00:00,"oldcres",32
"LOCKb2013b_001472",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200c3.JPG",2013-04-07 17:00:00,"oldcres",30
"LOCKb2013b_001473",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200c5.JPG",2013-04-07 18:00:00,"oldcres",28
"LOCKb2013b_001476",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200cb.JPG",2013-04-08 07:00:00,"oldcres",29
"LOCKb2013b_001477",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200cd.JPG",2013-04-08 08:00:00,"oldcres",28
"LOCKb2013b_001478",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200cf.JPG",2013-04-08 09:00:00,"oldcres",28
"LOCKb2013b_001479",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200d1.JPG",2013-04-08 10:00:00,"oldcres",29
"LOCKb2013b_001480",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200d3.JPG",2013-04-08 11:00:00,"oldcres",31
"LOCKb2013b_001481",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200d5.JPG",2013-04-08 12:00:00,"oldcres",34
"LOCKb2013b_001482",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200d7.JPG",2013-04-08 13:00:00,"oldcres",34
"LOCKb2013b_001484",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200db.JPG",2013-04-08 15:00:00,"oldcres",31
"LOCKb2013b_001485",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200dd.JPG",2013-04-08 16:00:00,"oldcres",31
"LOCKb2013b_001500",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200fb.JPG",2013-04-09 17:00:00,"new",41
"LOCKb2013b_001501",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200fd.JPG",2013-04-09 18:00:00,"new",41
"LOCKb2013b_001502",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f30200ff.JPG",2013-04-09 19:00:00,"new",40
"LOCKb2013b_001503",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020101.JPG",2013-04-09 20:00:00,"new",40
"LOCKb2013b_001504",7,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020103.JPG",2013-04-10 07:00:00,"new",36
"LOCKb2013b_001505",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020105.JPG",2013-04-10 08:00:00,"new",36
"LOCKb2013b_001506",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020107.JPG",2013-04-10 09:00:00,"new",37
"LOCKb2013b_001507",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020109.JPG",2013-04-10 10:00:00,"new",36
"LOCKb2013b_001512",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020113.JPG",2013-04-10 15:00:00,"new",39
"LOCKb2013b_001513",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020115.JPG",2013-04-10 16:00:00,"new",39
"LOCKb2013b_001514",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020117.JPG",2013-04-10 17:00:00,"new",38
"LOCKb2013b_001515",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020119.JPG",2013-04-10 18:00:00,"new",39
"LOCKb2013b_001516",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f302011b.JPG",2013-04-10 19:00:00,"new",38
"LOCKb2013b_001517",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f302011d.JPG",2013-04-10 20:00:00,"new",37
"LOCKb2013b_001518",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f302011f.JPG",2013-04-11 07:00:00,"new",28
"LOCKb2013b_001525",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f302012d.JPG",2013-04-11 14:00:00,"new",34
"LOCKb2013b_001526",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f302012f.JPG",2013-04-11 15:00:00,"new",31
"LOCKb2013b_001527",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020131.JPG",2013-04-11 16:00:00,"new",31
"LOCKb2013b_001528",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020133.JPG",2013-04-11 17:00:00,"new",31
"LOCKb2013b_001530",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020137.JPG",2013-04-11 19:00:00,"new",30
"LOCKb2013b_001531",6,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbb12fc4d79f3020139.JPG",2013-04-11 20:00:00,"new",31
"LOCKb2013b_001533",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f302013d.JPG",2013-04-12 08:00:00,"new",31
"LOCKb2013b_001536",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020143.JPG",2013-04-12 11:00:00,"new",32
"LOCKb2013b_001538",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020147.JPG",2013-04-12 13:00:00,"new",35
"LOCKb2013b_001539",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020149.JPG",2013-04-12 14:00:00,"new",35
"LOCKb2013b_001541",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f302014d.JPG",2013-04-12 16:00:00,"new",35
"LOCKb2013b_001542",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f302014f.JPG",2013-04-12 17:00:00,"new",34
"LOCKb2013b_001543",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020151.JPG",2013-04-12 18:00:00,"new",33
"LOCKb2013b_001544",6,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020153.JPG",2013-04-12 19:00:00,"new",33
"LOCKb2013b_001546",1,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020157.JPG",2013-04-13 07:00:00,"newcres",30
"LOCKb2013b_001547",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020159.JPG",2013-04-13 08:00:00,"newcres",29
"LOCKb2013b_001548",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f302015b.JPG",2013-04-13 09:00:00,"newcres",30
"LOCKb2013b_001549",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f302015d.JPG",2013-04-13 10:00:00,"newcres",31
"LOCKb2013b_001550",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f302015f.JPG",2013-04-13 11:00:00,"newcres",33
"LOCKb2013b_001551",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020161.JPG",2013-04-13 12:00:00,"newcres",34
"LOCKb2013b_001552",4,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020163.JPG",2013-04-13 13:00:00,"newcres",36
"LOCKb2013b_001553",2,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020165.JPG",2013-04-13 14:00:00,"newcres",35
"LOCKb2013b_001555",5,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f3020169.JPG",2013-04-13 16:00:00,"newcres",36
"LOCKb2013b_001613",3,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bbc12fc4d79f30201dd.JPG",2013-04-17 18:00:00,"firstq",32
