"plid","nadults","stablelink","datetime","moon","tempf"
"LOCKb2013b_000427",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f899.JPG",2013-01-23 08:00:00,"waxinggib",37
"LOCKb2013b_000428",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f89b.JPG",2013-01-23 09:00:00,"waxinggib",38
"LOCKb2013b_000429",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f89d.JPG",2013-01-23 10:00:00,"waxinggib",44
"LOCKb2013b_000431",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f8a1.JPG",2013-01-23 12:00:00,"waxinggib",48
"LOCKb2013b_000432",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f8a3.JPG",2013-01-23 13:00:00,"waxinggib",46
"LOCKb2013b_000433",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f8a5.JPG",2013-01-23 14:00:00,"waxinggib",42
"LOCKb2013b_000434",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f8a7.JPG",2013-01-23 15:00:00,"waxinggib",41
"LOCKb2013b_000439",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f8b1.JPG",2013-01-23 20:00:00,"waxinggib",36
"LOCKb2013b_000440",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f8b3.JPG",2013-01-24 07:00:00,"waxinggib",32
"LOCKb2013b_000442",12,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f8b7.JPG",2013-01-24 09:00:00,"waxinggib",34
"LOCKb2013b_000447",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f8c1.JPG",2013-01-24 14:00:00,"waxinggib",37
"LOCKb2013b_000479",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f901.JPG",2013-01-26 18:00:00,"full",46
"LOCKb2013b_000481",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f905.JPG",2013-01-26 20:00:00,"full",39
"LOCKb2013b_000483",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f909.JPG",2013-01-27 08:00:00,"full",33
"LOCKb2013b_000484",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f90b.JPG",2013-01-27 09:00:00,"full",32
"LOCKb2013b_000485",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f90d.JPG",2013-01-27 10:00:00,"full",33
"LOCKb2013b_000491",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f919.JPG",2013-01-27 16:00:00,"full",32
"LOCKb2013b_000492",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f91b.JPG",2013-01-27 17:00:00,"full",32
"LOCKb2013b_000496",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f923.JPG",2013-01-28 07:00:00,"full",39
"LOCKb2013b_000500",25,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f92b.JPG",2013-01-28 11:00:00,"full",36
"LOCKb2013b_000502",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f92f.JPG",2013-01-28 13:00:00,"full",37
"LOCKb2013b_000504",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f933.JPG",2013-01-28 15:00:00,"full",39
"LOCKb2013b_000512",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f943.JPG",2013-01-29 09:00:00,"waninggib",41
"LOCKb2013b_000513",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f945.JPG",2013-01-29 10:00:00,"waninggib",39
"LOCKb2013b_000515",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f949.JPG",2013-01-29 12:00:00,"waninggib",36
"LOCKb2013b_000516",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f94b.JPG",2013-01-29 13:00:00,"waninggib",37
"LOCKb2013b_000517",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f94d.JPG",2013-01-29 14:00:00,"waninggib",36
"LOCKb2013b_000519",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f951.JPG",2013-01-29 16:00:00,"waninggib",35
"LOCKb2013b_000521",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f955.JPG",2013-01-29 18:00:00,"waninggib",34
"LOCKb2013b_000522",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f957.JPG",2013-01-29 19:00:00,"waninggib",35
"LOCKb2013b_000523",12,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb312fc4d79f301f959.JPG",2013-01-29 20:00:00,"waninggib",33
"LOCKb2013b_000524",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f95b.JPG",2013-01-30 07:00:00,"waninggib",33
"LOCKb2013b_000525",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f95d.JPG",2013-01-30 08:00:00,"waninggib",34
"LOCKb2013b_000526",17,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f95f.JPG",2013-01-30 09:00:00,"waninggib",36
"LOCKb2013b_000528",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f963.JPG",2013-01-30 11:00:00,"waninggib",36
"LOCKb2013b_000529",15,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f965.JPG",2013-01-30 12:00:00,"waninggib",38
"LOCKb2013b_000530",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f967.JPG",2013-01-30 13:00:00,"waninggib",40
"LOCKb2013b_000532",14,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f96b.JPG",2013-01-30 15:00:00,"waninggib",37
"LOCKb2013b_000533",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f96d.JPG",2013-01-30 16:00:00,"waninggib",40
"LOCKb2013b_000534",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f96f.JPG",2013-01-30 17:00:00,"waninggib",38
"LOCKb2013b_000535",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f971.JPG",2013-01-30 18:00:00,"waninggib",37
"LOCKb2013b_000536",24,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f973.JPG",2013-01-30 19:00:00,"waninggib",41
"LOCKb2013b_000537",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f975.JPG",2013-01-30 20:00:00,"waninggib",40
"LOCKb2013b_000538",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f977.JPG",2013-01-31 07:00:00,"waninggib",45
"LOCKb2013b_000539",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f979.JPG",2013-01-31 08:00:00,"waninggib",50
"LOCKb2013b_000540",14,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f97b.JPG",2013-01-31 09:00:00,"waninggib",49
"LOCKb2013b_000541",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f97d.JPG",2013-01-31 10:00:00,"waninggib",45
"LOCKb2013b_000542",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f97f.JPG",2013-01-31 11:00:00,"waninggib",42
"LOCKb2013b_000544",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f983.JPG",2013-01-31 13:00:00,"waninggib",42
"LOCKb2013b_000545",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f985.JPG",2013-01-31 14:00:00,"waninggib",43
"LOCKb2013b_000546",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f987.JPG",2013-01-31 15:00:00,"waninggib",43
"LOCKb2013b_000547",17,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f989.JPG",2013-01-31 16:00:00,"waninggib",44
"LOCKb2013b_000548",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f98b.JPG",2013-01-31 17:00:00,"waninggib",41
"LOCKb2013b_000549",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f98d.JPG",2013-01-31 18:00:00,"waninggib",39
"LOCKb2013b_000550",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f98f.JPG",2013-01-31 19:00:00,"waninggib",39
"LOCKb2013b_000551",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f991.JPG",2013-01-31 20:00:00,"waninggib",38
"LOCKb2013b_000552",13,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f993.JPG",2013-02-01 07:00:00,"lastq",53
"LOCKb2013b_000553",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f995.JPG",2013-02-01 08:00:00,"lastq",54
"LOCKb2013b_000554",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f997.JPG",2013-02-01 09:00:00,"lastq",56
"LOCKb2013b_000555",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f999.JPG",2013-02-01 10:00:00,"lastq",57
"LOCKb2013b_000556",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f99b.JPG",2013-02-01 11:00:00,"lastq",46
"LOCKb2013b_000557",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f99d.JPG",2013-02-01 12:00:00,"lastq",49
"LOCKb2013b_000558",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f99f.JPG",2013-02-01 13:00:00,"lastq",48
"LOCKb2013b_000559",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9a1.JPG",2013-02-01 14:00:00,"lastq",48
"LOCKb2013b_000560",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9a3.JPG",2013-02-01 15:00:00,"lastq",45
"LOCKb2013b_000561",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9a5.JPG",2013-02-01 16:00:00,"lastq",45
"LOCKb2013b_000562",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9a7.JPG",2013-02-01 17:00:00,"lastq",42
"LOCKb2013b_000563",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9a9.JPG",2013-02-01 18:00:00,"lastq",41
"LOCKb2013b_000564",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9ab.JPG",2013-02-01 19:00:00,"lastq",39
"LOCKb2013b_000565",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9ad.JPG",2013-02-01 20:00:00,"lastq",37
"LOCKb2013b_000566",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9af.JPG",2013-02-02 07:00:00,"lastq",33
"LOCKb2013b_000567",16,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9b1.JPG",2013-02-02 08:00:00,"lastq",34
"LOCKb2013b_000568",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9b3.JPG",2013-02-02 09:00:00,"lastq",36
"LOCKb2013b_000569",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9b5.JPG",2013-02-02 10:00:00,"lastq",36
"LOCKb2013b_000570",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9b7.JPG",2013-02-02 11:00:00,"lastq",41
"LOCKb2013b_000571",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9b9.JPG",2013-02-02 12:00:00,"lastq",48
"LOCKb2013b_000572",26,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9bb.JPG",2013-02-02 13:00:00,"lastq",50
"LOCKb2013b_000573",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9bd.JPG",2013-02-02 14:00:00,"lastq",55
"LOCKb2013b_000574",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9bf.JPG",2013-02-02 15:00:00,"lastq",52
"LOCKb2013b_000575",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9c1.JPG",2013-02-02 16:00:00,"lastq",49
"LOCKb2013b_000576",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9c3.JPG",2013-02-02 17:00:00,"lastq",49
"LOCKb2013b_000577",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9c5.JPG",2013-02-02 18:00:00,"lastq",44
"LOCKb2013b_000578",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9c7.JPG",2013-02-02 19:00:00,"lastq",39
"LOCKb2013b_000579",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9c9.JPG",2013-02-02 20:00:00,"lastq",36
"LOCKb2013b_000580",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9cb.JPG",2013-02-03 07:00:00,"lastq",35
"LOCKb2013b_000581",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9cd.JPG",2013-02-03 08:00:00,"lastq",36
"LOCKb2013b_000582",25,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9cf.JPG",2013-02-03 09:00:00,"lastq",40
"LOCKb2013b_000583",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9d1.JPG",2013-02-03 10:00:00,"lastq",40
"LOCKb2013b_000584",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9d3.JPG",2013-02-03 11:00:00,"lastq",47
"LOCKb2013b_000585",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9d5.JPG",2013-02-03 12:00:00,"lastq",45
"LOCKb2013b_000586",24,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9d7.JPG",2013-02-03 13:00:00,"lastq",48
"LOCKb2013b_000587",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9d9.JPG",2013-02-03 14:00:00,"lastq",45
"LOCKb2013b_000588",24,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9db.JPG",2013-02-03 15:00:00,"lastq",43
"LOCKb2013b_000589",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9dd.JPG",2013-02-03 16:00:00,"lastq",43
"LOCKb2013b_000590",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9df.JPG",2013-02-03 17:00:00,"lastq",42
"LOCKb2013b_000591",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9e1.JPG",2013-02-03 18:00:00,"lastq",41
"LOCKb2013b_000592",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9e3.JPG",2013-02-03 19:00:00,"lastq",37
"LOCKb2013b_000593",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9e5.JPG",2013-02-03 20:00:00,"lastq",38
"LOCKb2013b_000594",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9e7.JPG",2013-02-04 07:00:00,"lastq",32
"LOCKb2013b_000595",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9e9.JPG",2013-02-04 08:00:00,"lastq",32
"LOCKb2013b_000596",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9eb.JPG",2013-02-04 09:00:00,"lastq",32
"LOCKb2013b_000597",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9ed.JPG",2013-02-04 10:00:00,"lastq",33
"LOCKb2013b_000598",17,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9ef.JPG",2013-02-04 11:00:00,"lastq",33
"LOCKb2013b_000599",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9f1.JPG",2013-02-04 12:00:00,"lastq",36
"LOCKb2013b_000600",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9f3.JPG",2013-02-04 13:00:00,"lastq",47
"LOCKb2013b_000601",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9f5.JPG",2013-02-04 14:00:00,"lastq",45
"LOCKb2013b_000603",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9f9.JPG",2013-02-04 16:00:00,"lastq",45
"LOCKb2013b_000604",24,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9fb.JPG",2013-02-04 17:00:00,"lastq",42
"LOCKb2013b_000605",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9fd.JPG",2013-02-04 18:00:00,"lastq",37
"LOCKb2013b_000606",25,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301f9ff.JPG",2013-02-04 19:00:00,"lastq",35
"LOCKb2013b_000607",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa01.JPG",2013-02-04 20:00:00,"lastq",36
"LOCKb2013b_000609",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa05.JPG",2013-02-05 08:00:00,"oldcres",33
"LOCKb2013b_000610",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa07.JPG",2013-02-05 09:00:00,"oldcres",36
"LOCKb2013b_000611",25,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa09.JPG",2013-02-05 10:00:00,"oldcres",39
"LOCKb2013b_000612",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa0b.JPG",2013-02-05 11:00:00,"oldcres",36
"LOCKb2013b_000613",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa0d.JPG",2013-02-05 12:00:00,"oldcres",37
"LOCKb2013b_000614",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa0f.JPG",2013-02-05 13:00:00,"oldcres",35
"LOCKb2013b_000615",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa11.JPG",2013-02-05 14:00:00,"oldcres",36
"LOCKb2013b_000616",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa13.JPG",2013-02-05 15:00:00,"oldcres",36
"LOCKb2013b_000617",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa15.JPG",2013-02-05 16:00:00,"oldcres",37
"LOCKb2013b_000618",24,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa17.JPG",2013-02-05 17:00:00,"oldcres",38
"LOCKb2013b_000620",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa1b.JPG",2013-02-05 19:00:00,"oldcres",34
"LOCKb2013b_000621",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa1d.JPG",2013-02-05 20:00:00,"oldcres",34
"LOCKb2013b_000622",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa1f.JPG",2013-02-06 07:00:00,"oldcres",35
"LOCKb2013b_000623",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa21.JPG",2013-02-06 08:00:00,"oldcres",34
"LOCKb2013b_000624",26,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa23.JPG",2013-02-06 09:00:00,"oldcres",37
"LOCKb2013b_000625",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa25.JPG",2013-02-06 10:00:00,"oldcres",48
"LOCKb2013b_000626",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa27.JPG",2013-02-06 11:00:00,"oldcres",56
"LOCKb2013b_000627",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa29.JPG",2013-02-06 12:00:00,"oldcres",55
"LOCKb2013b_000628",26,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa2b.JPG",2013-02-06 13:00:00,"oldcres",51
"LOCKb2013b_000629",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa2d.JPG",2013-02-06 14:00:00,"oldcres",53
"LOCKb2013b_000630",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa2f.JPG",2013-02-06 15:00:00,"oldcres",51
"LOCKb2013b_000631",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa31.JPG",2013-02-06 16:00:00,"oldcres",49
"LOCKb2013b_000632",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa33.JPG",2013-02-06 17:00:00,"oldcres",45
"LOCKb2013b_000633",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa35.JPG",2013-02-06 18:00:00,"oldcres",47
"LOCKb2013b_000634",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa37.JPG",2013-02-06 19:00:00,"oldcres",42
"LOCKb2013b_000635",23,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa39.JPG",2013-02-06 20:00:00,"oldcres",39
"LOCKb2013b_000636",21,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa3b.JPG",2013-02-07 07:00:00,"oldcres",36
"LOCKb2013b_000637",20,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa3d.JPG",2013-02-07 08:00:00,"oldcres",36
"LOCKb2013b_000638",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa3f.JPG",2013-02-07 09:00:00,"oldcres",41
"LOCKb2013b_000639",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa41.JPG",2013-02-07 10:00:00,"oldcres",41
"LOCKb2013b_000640",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa43.JPG",2013-02-07 11:00:00,"oldcres",45
"LOCKb2013b_000641",19,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb412fc4d79f301fa45.JPG",2013-02-07 12:00:00,"oldcres",49
"LOCKb2013b_000642",17,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb512fc4d79f301fa47.JPG",2013-02-07 13:00:00,"oldcres",42
"LOCKb2013b_000643",22,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb512fc4d79f301fa49.JPG",2013-02-07 14:00:00,"oldcres",38
"LOCKb2013b_000644",18,"http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/standard/54119bb512fc4d79f301fa4b.JPG",2013-02-07 15:00:00,"oldcres",39
