imageid,datetime,nadults,nchicks,neggs,tempc,lunar_phase,URL
SPIGa2013b_004778,2013:11:24 07:00:00,21,0,0,0.56,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed712fc4d79f3051003.JPG
SPIGa2013b_004779,2013:11:24 08:00:00,25,0,0,0.56,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed712fc4d79f3051005.JPG
SPIGa2013b_004790,2013:11:24 19:00:00,24,0,0,0.56,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed712fc4d79f305101b.JPG
SPIGa2013b_004807,2013:11:25 21:00:00,24,0,0,0.56,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed712fc4d79f305103d.JPG
SPIGa2013b_004824,2013:11:27 08:00:00,21,0,0,0.56,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed712fc4d79f305105f.JPG
SPIGa2013b_004864,2013:11:29 18:00:00,18,0,0,0.56,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed812fc4d79f30510af.JPG
SPIGa2013b_004894,2013:12:01 18:00:00,15,0,1,0.56,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed812fc4d79f30510eb.JPG
SPIGa2013b_004913,2013:12:03 07:00:00,18,0,0,0.56,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed812fc4d79f3051111.JPG
SPIGa2013b_004988,2013:12:08 07:00:00,13,0,0,0.56,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511a7.JPG
SPIGa2013b_005006,2013:12:09 10:00:00,14,0,1,0.56,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511cb.JPG
SPIGa2013b_005018,2013:12:10 07:00:00,14,0,0,0.56,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511e3.JPG
SPIGa2013b_005038,2013:12:11 12:00:00,12,0,0,0.56,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f305120b.JPG
SPIGa2013b_005050,2013:12:12 09:00:00,15,0,3,0.56,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f3051223.JPG
SPIGa2013b_005061,2013:12:12 20:00:00,14,0,0,0.56,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f3051239.JPG
SPIGa2013b_005072,2013:12:13 16:00:00,12,0,0,0.56,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f305124f.JPG
SPIGa2013b_005086,2013:12:14 15:00:00,13,0,0,0.56,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f305126b.JPG
SPIGa2013b_005108,2013:12:16 07:00:00,11,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f3051297.JPG
SPIGa2013b_005124,2013:12:17 08:00:00,12,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512b7.JPG
SPIGa2013b_005135,2013:12:17 19:00:00,13,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512cd.JPG
SPIGa2013b_005145,2013:12:18 14:00:00,14,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512e1.JPG
SPIGa2013b_005146,2013:12:18 15:00:00,13,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512e3.JPG
SPIGa2013b_005147,2013:12:18 16:00:00,15,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512e5.JPG
SPIGa2013b_005154,2013:12:19 08:00:00,14,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512f3.JPG
SPIGa2013b_005155,2013:12:19 09:00:00,14,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512f5.JPG
SPIGa2013b_005163,2013:12:19 17:00:00,13,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f3051305.JPG
SPIGa2013b_005164,2013:12:19 18:00:00,13,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f3051307.JPG
SPIGa2013b_005201,2013:12:22 10:00:00,12,0,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f3051351.JPG
SPIGa2013b_005215,2013:12:23 09:00:00,13,0,0,0.56,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f305136d.JPG
SPIGa2014a_000003,2013:12:23 18:00:00,30,0,0,0.56,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f305137f.JPG
SPIGa2014a_000009,2013:12:24 10:00:00,24,0,0,0.56,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f305138b.JPG
SPIGa2014a_000105,2013:12:31 08:00:00,39,0,0,0.56,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f305144b.JPG
SPIGa2014a_000107,2013:12:31 10:00:00,36,0,0,0.56,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f305144f.JPG
SPIGa2014a_000145,2014:01:02 20:00:00,36,0,0,0.56,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f305149b.JPG
SPIGa2014a_000161,2014:01:04 08:00:00,41,0,0,0.56,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f30514bb.JPG
SPIGa2014a_000162,2014:01:04 09:00:00,29,0,0,0.56,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f30514bd.JPG
SPIGa2014a_000172,2014:01:04 19:00:00,34,0,0,0.56,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f30514d1.JPG
SPIGa2014a_000173,2014:01:04 20:00:00,35,0,0,0.56,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f30514d3.JPG
SPIGa2014a_000176,2014:01:05 09:00:00,36,0,0,0.56,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f30514d9.JPG
SPIGa2014a_000192,2014:01:06 11:00:00,35,0,0,0.56,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f30514f9.JPG
SPIGa2014a_000228,2014:01:08 19:00:00,39,0,2,0.56,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f3051541.JPG
SPIGa2014a_000237,2014:01:09 14:00:00,35,0,0,0.56,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f3051553.JPG
SPIGa2014b_000018,2014:01:11 15:00:00,43,5,0,0.56,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f305158b.JPG
SPIGa2014b_000027,2014:01:12 10:00:00,34,3,0,0.56,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f305159d.JPG
SPIGa2014b_000030,2014:01:12 13:00:00,34,1,0,0.56,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f30515a3.JPG
SPIGa2014b_000035,2014:01:12 18:00:00,35,1,1,0.56,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f30515ad.JPG
SPIGa2014b_000036,2014:01:12 19:00:00,41,1,0,0.56,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f30515af.JPG
SPIGa2014b_000056,2014:01:14 11:00:00,37,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f30515d7.JPG
SPIGa2014b_000078,2014:01:15 19:00:00,0,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051603.JPG
SPIGa2014b_000079,2014:01:15 20:00:00,0,0,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051605.JPG
SPIGa2014b_000103,2014:01:17 16:00:00,57,16,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051635.JPG
SPIGa2014b_000104,2014:01:17 17:00:00,42,14,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051637.JPG
SPIGa2014b_000107,2014:01:17 20:00:00,42,11,0,0.56,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f305163d.JPG
SPIGa2014b_000111,2014:01:18 10:00:00,40,8,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051645.JPG
SPIGa2014b_000113,2014:01:18 12:00:00,36,8,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051649.JPG
SPIGa2014b_000117,2014:01:18 16:00:00,35,10,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051651.JPG
SPIGa2014b_000125,2014:01:19 10:00:00,34,5,1,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051661.JPG
SPIGa2014b_000126,2014:01:19 11:00:00,34,9,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051663.JPG
SPIGa2014b_000127,2014:01:19 12:00:00,30,7,1,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051665.JPG
SPIGa2014b_000128,2014:01:19 13:00:00,38,8,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051667.JPG
SPIGa2014b_000129,2014:01:19 14:00:00,34,18,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051669.JPG
SPIGa2014b_000135,2014:01:19 20:00:00,41,13,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051675.JPG
SPIGa2014b_000137,2014:01:20 08:00:00,37,11,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f3051679.JPG
SPIGa2014b_000138,2014:01:20 09:00:00,39,11,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f305167b.JPG
SPIGa2014b_000139,2014:01:20 10:00:00,39,9,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f305167d.JPG
SPIGa2014b_000140,2014:01:20 11:00:00,29,9,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edd12fc4d79f305167f.JPG
SPIGa2014b_000143,2014:01:20 14:00:00,41,15,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ede12fc4d79f3051685.JPG
SPIGa2014b_000146,2014:01:20 17:00:00,33,14,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ede12fc4d79f305168b.JPG
SPIGa2014b_000148,2014:01:20 19:00:00,33,13,0,0.56,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ede12fc4d79f305168f.JPG
SPIGa2012a_000005,2012:11:25 21:00:00,26,0,0,0,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ead12fc4d79f304e7ad.JPG
SPIGa2012a_000024,2012:11:27 10:00:00,22,0,0,0,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ead12fc4d79f304e7d3.JPG
SPIGa2012a_000036,2012:11:28 07:00:00,28,0,0,0,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eae12fc4d79f304e7eb.JPG
SPIGa2012a_000084,2012:12:01 10:00:00,15,0,1,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eae12fc4d79f304e84b.JPG
SPIGa2012a_000231,2012:12:11 07:00:00,14,0,0,0,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e971.JPG
SPIGa2012a_000244,2012:12:11 20:00:00,15,0,0,0,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e98b.JPG
SPIGa2012a_000263,2012:12:13 09:00:00,17,0,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e9b1.JPG
SPIGa2012a_000264,2012:12:13 10:00:00,15,0,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e9b3.JPG
SPIGa2012a_000290,2012:12:14 21:00:00,16,0,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304e9e7.JPG
SPIGa2012a_000291,2012:12:15 07:00:00,12,0,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304e9e9.JPG
SPIGa2012a_000292,2012:12:15 08:00:00,12,0,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304e9eb.JPG
SPIGa2012a_000303,2012:12:15 19:00:00,15,0,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304ea01.JPG
SPIGa2012a_000308,2012:12:16 09:00:00,13,0,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304ea0b.JPG
SPIGa2012a_000335,2012:12:17 21:00:00,18,0,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304ea41.JPG
SPIGa2012a_000350,2012:12:18 21:00:00,19,0,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304ea5f.JPG
SPIGa2013b_000143,2013:01:19 07:00:00,11,9,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb112fc4d79f304ebcd.JPG
SPIGa2013b_000144,2013:01:19 08:00:00,14,13,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb112fc4d79f304ebcf.JPG
SPIGa2013b_000145,2013:01:19 09:00:00,14,8,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb212fc4d79f304ebd1.JPG
SPIGa2013b_000146,2013:01:19 10:00:00,14,9,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb212fc4d79f304ebd3.JPG
SPIGa2013b_000158,2013:01:20 07:00:00,13,15,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb212fc4d79f304ebeb.JPG
SPIGa2013b_000273,2013:01:27 17:00:00,15,11,0,0,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ecd1.JPG
SPIGa2013b_000274,2013:01:27 18:00:00,12,15,0,0,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ecd3.JPG
SPIGa2013b_000296,2013:01:29 10:00:00,13,17,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ecff.JPG
SPIGa2013b_000323,2013:01:31 07:00:00,16,16,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ed35.JPG
SPIGa2013b_000368,2013:02:03 07:00:00,11,17,0,0,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ed8f.JPG
SPIGa2013b_000383,2013:02:04 07:00:00,16,19,0,0,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304edad.JPG
SPIGa2013b_000458,2013:02:09 07:00:00,11,16,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb412fc4d79f304ee43.JPG
SPIGa2013b_000459,2013:02:09 08:00:00,14,13,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb412fc4d79f304ee45.JPG
SPIGa2013b_000517,2013:02:12 21:00:00,14,16,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb412fc4d79f304eeb9.JPG
SPIGa2013b_000529,2013:02:13 18:00:00,12,12,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304eed1.JPG
SPIGa2013b_000531,2013:02:13 20:00:00,11,12,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304eed5.JPG
SPIGa2013b_000539,2013:02:14 13:00:00,11,9,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304eee5.JPG
SPIGa2013b_000546,2013:02:14 20:00:00,19,4,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304eef3.JPG
SPIGa2013b_000547,2013:02:14 21:00:00,22,1,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304eef5.JPG
SPIGa2013b_000549,2013:02:15 08:00:00,17,0,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304eef9.JPG
SPIGa2013b_000577,2013:02:16 21:00:00,24,0,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304ef31.JPG
SPIGa2013b_000584,2013:02:17 13:00:00,8,0,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304ef3f.JPG
SPIGa2013b_000651,2013:02:21 20:00:00,16,0,0,0,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304efc5.JPG
SPIGa2013b_000698,2013:02:25 07:00:00,1,0,0,0,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f023.JPG
SPIGa2013b_000712,2013:02:25 21:00:00,11,0,0,0,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f03f.JPG
SPIGa2013b_000715,2013:02:26 09:00:00,5,0,0,0,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f045.JPG
SPIGa2013b_000718,2013:02:26 12:00:00,0,0,0,0,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f04b.JPG
SPIGa2013b_000719,2013:02:26 13:00:00,0,0,0,0,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f04d.JPG
SPIGa2013b_000728,2013:02:27 07:00:00,1,0,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f05f.JPG
SPIGa2013b_000730,2013:02:27 09:00:00,0,0,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f063.JPG
SPIGa2013b_000741,2013:02:27 20:00:00,9,0,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f079.JPG
SPIGa2013b_000742,2013:02:27 21:00:00,9,0,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f07b.JPG
SPIGa2013b_000743,2013:02:28 07:00:00,10,0,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f07d.JPG
SPIGa2013b_000772,2013:03:01 21:00:00,12,0,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f0b7.JPG
SPIGa2013b_000773,2013:03:02 07:00:00,10,0,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f0b9.JPG
SPIGa2013b_000774,2013:03:02 08:00:00,12,0,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f0bb.JPG
SPIGa2013b_000775,2013:03:02 09:00:00,12,0,0,0,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f0bd.JPG
SPIGa2013b_000819,2013:03:05 08:00:00,10,0,0,0,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f115.JPG
SPIGa2013b_000835,2013:03:06 09:00:00,11,0,0,0,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f135.JPG
SPIGa2013b_000846,2013:03:06 20:00:00,15,0,0,0,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f14b.JPG
SPIGa2013b_000861,2013:03:07 20:00:00,16,0,0,0,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f169.JPG
SPIGa2013b_000867,2013:03:08 11:00:00,22,1,0,0,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f175.JPG
SPIGa2013b_000935,2013:03:12 19:00:00,18,0,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f1fd.JPG
SPIGa2013b_000950,2013:03:13 19:00:00,15,0,0,0,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f21b.JPG
SPIGa2013b_000953,2013:03:14 07:00:00,17,0,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f221.JPG
SPIGa2013b_000954,2013:03:14 08:00:00,16,1,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f223.JPG
SPIGa2013b_000967,2013:03:14 21:00:00,15,0,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f23d.JPG
SPIGa2013b_000981,2013:03:15 20:00:00,23,1,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f259.JPG
SPIGa2013b_000982,2013:03:15 21:00:00,19,0,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f25b.JPG
SPIGa2013b_000997,2013:03:16 21:00:00,19,0,0,0,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f279.JPG
SPIGa2013b_001028,2013:03:19 07:00:00,15,0,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f2b7.JPG
SPIGa2013b_001057,2013:03:20 21:00:00,11,0,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f2f1.JPG
SPIGa2013b_001061,2013:03:21 10:00:00,0,0,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f2f9.JPG
SPIGa2013b_001066,2013:03:21 15:00:00,9,0,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f303.JPG
SPIGa2013b_001071,2013:03:21 20:00:00,9,0,0,0,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f30d.JPG
SPIGa2013b_001075,2013:03:22 09:00:00,6,0,0,0,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f315.JPG
SPIGa2013b_001103,2013:03:24 07:00:00,14,0,0,0,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f34d.JPG
SPIGa2013b_001104,2013:03:24 08:00:00,11,0,0,0,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f34f.JPG
SPIGa2013b_001107,2013:03:24 11:00:00,8,0,0,0,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f355.JPG
SPIGa2013b_001108,2013:03:24 12:00:00,6,1,0,0,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f357.JPG
