imageid,datetime,nadults,nchicks,neggs,tempc,lunar_phase,URL
SPIGa2013b_005169,2013:12:20 08:00:00,13,0,0,3.89,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f3051311.JPG
SPIGa2013b_005188,2013:12:21 12:00:00,13,0,0,3.89,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f3051337.JPG
SPIGa2014a_000020,2013:12:25 07:00:00,34,0,0,3.89,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f30513a1.JPG
SPIGa2014a_000073,2013:12:28 18:00:00,52,0,0,3.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f305140b.JPG
SPIGa2014a_000087,2013:12:29 18:00:00,34,0,0,3.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f3051427.JPG
SPIGa2014a_000098,2013:12:30 15:00:00,32,1,0,3.89,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f305143d.JPG
SPIGa2014a_000109,2013:12:31 12:00:00,32,0,0,3.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f3051453.JPG
SPIGa2014a_000111,2013:12:31 14:00:00,37,0,0,3.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f3051457.JPG
SPIGa2014a_000130,2014:01:01 19:00:00,34,0,0,3.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f305147d.JPG
SPIGa2014a_000134,2014:01:02 09:00:00,35,0,0,3.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f3051485.JPG
SPIGa2014a_000135,2014:01:02 10:00:00,40,0,0,3.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f3051487.JPG
SPIGa2014a_000137,2014:01:02 12:00:00,30,0,0,3.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f305148b.JPG
SPIGa2014a_000143,2014:01:02 18:00:00,33,0,1,3.89,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f3051497.JPG
SPIGa2014a_000146,2014:01:03 07:00:00,31,0,0,3.89,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f305149d.JPG
SPIGa2014a_000204,2014:01:07 09:00:00,39,0,0,3.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f3051511.JPG
SPIGa2014a_000227,2014:01:08 18:00:00,35,6,0,3.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f305153f.JPG
SPIGa2014b_000005,2014:01:10 16:00:00,40,7,0,3.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f3051571.JPG
SPIGa2014b_000007,2014:01:10 18:00:00,38,3,0,3.89,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f3051575.JPG
SPIGa2014b_000013,2014:01:11 10:00:00,35,6,0,3.89,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edc12fc4d79f3051581.JPG
SPIGa2014b_000155,2014:01:21 12:00:00,47,12,0,3.89,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ede12fc4d79f305169d.JPG
SPIGa2014b_000156,2014:01:21 13:00:00,43,16,0,3.89,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ede12fc4d79f305169f.JPG
SPIGa2012a_000088,2012:12:01 14:00:00,15,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eae12fc4d79f304e853.JPG
SPIGa2012a_000091,2012:12:01 17:00:00,14,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eae12fc4d79f304e859.JPG
SPIGa2012a_000115,2012:12:03 11:00:00,17,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eae12fc4d79f304e889.JPG
SPIGa2012a_000121,2012:12:03 17:00:00,14,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eae12fc4d79f304e895.JPG
SPIGa2012a_000122,2012:12:03 18:00:00,11,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eae12fc4d79f304e897.JPG
SPIGa2012a_000145,2012:12:05 11:00:00,17,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eae12fc4d79f304e8c5.JPG
SPIGa2012a_000152,2012:12:05 18:00:00,17,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eae12fc4d79f304e8d3.JPG
SPIGa2012a_000165,2012:12:06 16:00:00,18,0,1,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e8ed.JPG
SPIGa2012a_000170,2012:12:06 21:00:00,13,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e8f7.JPG
SPIGa2012a_000182,2012:12:07 18:00:00,14,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e90f.JPG
SPIGa2012a_000202,2012:12:09 08:00:00,23,0,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e937.JPG
SPIGa2012a_000203,2012:12:09 09:00:00,16,0,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e939.JPG
SPIGa2012a_000204,2012:12:09 10:00:00,20,0,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e93b.JPG
SPIGa2012a_000232,2012:12:11 08:00:00,13,0,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eaf12fc4d79f304e973.JPG
SPIGa2012a_000325,2012:12:17 11:00:00,16,0,1,3.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304ea2d.JPG
SPIGa2012a_000329,2012:12:17 15:00:00,13,0,0,3.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304ea35.JPG
SPIGa2013b_000011,2013:01:10 10:00:00,18,6,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb012fc4d79f304eac5.JPG
SPIGa2013b_000178,2013:01:21 12:00:00,13,16,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb212fc4d79f304ec13.JPG
SPIGa2013b_000185,2013:01:21 19:00:00,16,14,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb212fc4d79f304ec21.JPG
SPIGa2013b_000194,2013:01:22 13:00:00,15,14,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb212fc4d79f304ec33.JPG
SPIGa2013b_000233,2013:01:25 07:00:00,15,16,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb212fc4d79f304ec81.JPG
SPIGa2013b_000261,2013:01:26 20:00:00,15,15,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb212fc4d79f304ecb9.JPG
SPIGa2013b_000314,2013:01:30 13:00:00,12,16,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ed23.JPG
SPIGa2013b_000327,2013:01:31 11:00:00,12,15,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ed3d.JPG
SPIGa2013b_000335,2013:01:31 19:00:00,15,16,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ed4d.JPG
SPIGa2013b_000336,2013:01:31 20:00:00,13,18,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ed4f.JPG
SPIGa2013b_000352,2013:02:01 21:00:00,13,18,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304ed6f.JPG
SPIGa2013b_000391,2013:02:04 15:00:00,10,17,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb312fc4d79f304edbd.JPG
SPIGa2013b_000401,2013:02:05 10:00:00,14,15,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb412fc4d79f304edd1.JPG
SPIGa2013b_000425,2013:02:06 19:00:00,12,19,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb412fc4d79f304ee01.JPG
SPIGa2013b_000439,2013:02:07 18:00:00,12,15,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb412fc4d79f304ee1d.JPG
SPIGa2013b_000456,2013:02:08 20:00:00,12,14,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb412fc4d79f304ee3f.JPG
SPIGa2013b_000492,2013:02:11 11:00:00,18,9,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb412fc4d79f304ee87.JPG
SPIGa2013b_000502,2013:02:11 21:00:00,12,15,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb412fc4d79f304ee9b.JPG
SPIGa2013b_000587,2013:02:17 16:00:00,9,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304ef45.JPG
SPIGa2013b_000611,2013:02:19 10:00:00,6,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304ef75.JPG
SPIGa2013b_000624,2013:02:20 08:00:00,4,0,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304ef8f.JPG
SPIGa2013b_000649,2013:02:21 18:00:00,14,0,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb512fc4d79f304efc1.JPG
SPIGa2013b_000667,2013:02:22 21:00:00,17,0,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304efe5.JPG
SPIGa2013b_000688,2013:02:24 12:00:00,0,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f00f.JPG
SPIGa2013b_000702,2013:02:25 11:00:00,1,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f02b.JPG
SPIGa2013b_000752,2013:02:28 16:00:00,11,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb612fc4d79f304f08f.JPG
SPIGa2013b_000793,2013:03:03 12:00:00,10,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f0e1.JPG
SPIGa2013b_000794,2013:03:03 13:00:00,7,2,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f0e3.JPG
SPIGa2013b_000795,2013:03:03 14:00:00,10,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f0e5.JPG
SPIGa2013b_000845,2013:03:06 19:00:00,12,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f149.JPG
SPIGa2013b_000858,2013:03:07 17:00:00,15,0,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f163.JPG
SPIGa2013b_000889,2013:03:09 18:00:00,12,4,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb712fc4d79f304f1a1.JPG
SPIGa2013b_000911,2013:03:11 10:00:00,14,2,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f1cd.JPG
SPIGa2013b_000913,2013:03:11 12:00:00,17,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f1d1.JPG
SPIGa2013b_000919,2013:03:11 18:00:00,20,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f1dd.JPG
SPIGa2013b_000930,2013:03:12 14:00:00,18,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f1f3.JPG
SPIGa2013b_000931,2013:03:12 15:00:00,20,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f1f5.JPG
SPIGa2013b_000932,2013:03:12 16:00:00,19,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f1f7.JPG
SPIGa2013b_000941,2013:03:13 10:00:00,19,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f209.JPG
SPIGa2013b_000942,2013:03:13 11:00:00,20,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f20b.JPG
SPIGa2013b_000948,2013:03:13 17:00:00,20,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f217.JPG
SPIGa2013b_000986,2013:03:16 10:00:00,11,0,0,3.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f263.JPG
SPIGa2013b_000987,2013:03:16 11:00:00,18,0,0,3.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f265.JPG
SPIGa2013b_000988,2013:03:16 12:00:00,13,0,0,3.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f267.JPG
SPIGa2013b_000994,2013:03:16 18:00:00,13,6,0,3.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f273.JPG
SPIGa2013b_001033,2013:03:19 12:00:00,18,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb812fc4d79f304f2c1.JPG
SPIGa2013b_001037,2013:03:19 16:00:00,16,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f2c9.JPG
SPIGa2013b_001094,2013:03:23 13:00:00,13,0,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f33b.JPG
SPIGa2013b_001143,2013:03:26 17:00:00,12,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f39d.JPG
SPIGa2013b_001157,2013:03:27 16:00:00,9,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eb912fc4d79f304f3b9.JPG
SPIGa2013b_001246,2013:04:02 15:00:00,7,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eba12fc4d79f304f46b.JPG
SPIGa2013b_001247,2013:04:02 16:00:00,9,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eba12fc4d79f304f46d.JPG
SPIGa2013b_001274,2013:04:04 13:00:00,0,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eba12fc4d79f304f4a3.JPG
SPIGa2013b_001381,2013:04:11 15:00:00,4,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ebb12fc4d79f304f579.JPG
SPIGa2013b_001411,2013:04:13 15:00:00,4,0,0,3.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ebb12fc4d79f304f5b5.JPG
SPIGa2013b_003466,2013:08:28 15:00:00,0,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecc12fc4d79f30505c3.JPG
SPIGa2013b_003796,2013:09:19 15:00:00,0,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ecf12fc4d79f3050857.JPG
SPIGa2013b_003872,2013:09:24 16:00:00,0,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed012fc4d79f30508ef.JPG
SPIGa2013b_003963,2013:09:30 17:00:00,0,0,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed112fc4d79f30509a5.JPG
SPIGa2013b_004138,2013:10:12 12:00:00,0,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed212fc4d79f3050b03.JPG
SPIGa2013b_004305,2013:10:23 14:00:00,0,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed312fc4d79f3050c51.JPG
SPIGa2013b_004316,2013:10:24 10:00:00,0,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed312fc4d79f3050c67.JPG
SPIGa2013b_004399,2013:10:29 18:00:00,0,0,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed412fc4d79f3050d0d.JPG
SPIGa2013b_004482,2013:11:04 11:00:00,1,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed512fc4d79f3050db3.JPG
SPIGa2013b_004628,2013:11:14 07:00:00,20,0,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed612fc4d79f3050ed7.JPG
SPIGa2013b_004636,2013:11:14 15:00:00,18,0,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed612fc4d79f3050ee7.JPG
SPIGa2013b_004654,2013:11:15 18:00:00,19,0,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed612fc4d79f3050f0b.JPG
SPIGa2013b_004708,2013:11:19 12:00:00,19,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed612fc4d79f3050f77.JPG
SPIGa2013b_004709,2013:11:19 13:00:00,20,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed612fc4d79f3050f79.JPG
SPIGa2013b_004714,2013:11:19 18:00:00,22,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed612fc4d79f3050f83.JPG
SPIGa2013b_004729,2013:11:20 18:00:00,19,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed712fc4d79f3050fa1.JPG
SPIGa2013b_004731,2013:11:20 20:00:00,26,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed712fc4d79f3050fa5.JPG
SPIGa2013b_004799,2013:11:25 13:00:00,22,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed712fc4d79f305102d.JPG
SPIGa2013b_004806,2013:11:25 20:00:00,25,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed712fc4d79f305103b.JPG
SPIGa2013b_004912,2013:12:02 21:00:00,15,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed812fc4d79f305110f.JPG
SPIGa2013b_004922,2013:12:03 16:00:00,17,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed812fc4d79f3051123.JPG
SPIGa2013b_004936,2013:12:04 15:00:00,15,0,0,3.33,new,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed812fc4d79f305113f.JPG
SPIGa2013b_004948,2013:12:05 12:00:00,16,0,0,3.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed812fc4d79f3051157.JPG
SPIGa2013b_004953,2013:12:05 17:00:00,12,0,0,3.33,newcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed812fc4d79f3051161.JPG
SPIGa2013b_004992,2013:12:08 11:00:00,13,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511af.JPG
SPIGa2013b_004993,2013:12:08 12:00:00,14,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511b1.JPG
SPIGa2013b_004999,2013:12:08 18:00:00,13,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511bd.JPG
SPIGa2013b_005001,2013:12:08 20:00:00,12,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511c1.JPG
SPIGa2013b_005009,2013:12:09 13:00:00,15,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511d1.JPG
SPIGa2013b_005010,2013:12:09 14:00:00,15,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511d3.JPG
SPIGa2013b_005023,2013:12:10 12:00:00,12,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511ed.JPG
SPIGa2013b_005025,2013:12:10 14:00:00,17,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511f1.JPG
SPIGa2013b_005027,2013:12:10 16:00:00,14,0,0,3.33,firstq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f30511f5.JPG
SPIGa2013b_005093,2013:12:15 07:00:00,13,0,0,3.33,waxinggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119ed912fc4d79f3051279.JPG
SPIGa2013b_005110,2013:12:16 09:00:00,12,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f305129b.JPG
SPIGa2013b_005112,2013:12:16 11:00:00,13,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f305129f.JPG
SPIGa2013b_005113,2013:12:16 12:00:00,27,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512a1.JPG
SPIGa2013b_005114,2013:12:16 13:00:00,14,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512a3.JPG
SPIGa2013b_005118,2013:12:16 17:00:00,13,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512ab.JPG
SPIGa2013b_005128,2013:12:17 12:00:00,12,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512bf.JPG
SPIGa2013b_005131,2013:12:17 15:00:00,11,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512c5.JPG
SPIGa2013b_005132,2013:12:17 16:00:00,14,0,0,3.33,full,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f30512c7.JPG
SPIGa2013b_005194,2013:12:21 18:00:00,12,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f3051343.JPG
SPIGa2013b_005209,2013:12:22 18:00:00,13,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f3051361.JPG
SPIGa2013b_005210,2013:12:22 19:00:00,11,0,0,3.33,waninggib,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119eda12fc4d79f3051363.JPG
SPIGa2014a_000047,2013:12:26 20:00:00,34,0,0,3.33,lastq,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f30513d7.JPG
SPIGa2014a_000080,2013:12:29 11:00:00,35,0,2,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f3051419.JPG
SPIGa2014a_000092,2013:12:30 09:00:00,33,0,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f3051431.JPG
SPIGa2014a_000099,2013:12:30 16:00:00,34,0,0,3.33,oldcres,http://zooniverse-static.s3.amazonaws.com/www.penguinwatch.org/subjects/thumb/54119edb12fc4d79f305143f.JPG
